Gene_Name	Alias	Number_of_reads	Normalized_expression	Median	PolyA_class	25%_percentile	75%_percentile	MAX_polyA	MIN_polyA	RANGE_polyA	Mean	Geometric_mean	Standard_deviation	Fop	Codon_class
Y54G9A.3	kqt-3	86	-1.166192283	108.5	long	69.5	150	231	22	209	109.627907	97.1965162	49.01163756	0.384454539	poor
T20H4.4	adr-2	365	0.919295616	59	short	37	94	230	8	222	67.51232877	56.93157057	38.05285418	0.386075949	poor
C32H11.12	dod-24	232	0.265523958	57	short	43.5	76.5	231	20	211	63.55603448	58.16953216	28.8610876	0.424855491	moderate
C34B2.10	WP:CE16898	4185	4.43855487	83	medium	55	112.5	231	5	226	88.15173238	77.22165201	43.81445796	0.510204082	moderate
Y54G9A.9	WP:CE32761	595	1.624288821	56	short	38	90	231	14	217	68.8184874	58.13754221	41.58911454	0.333333333	poor
T05E12.6	WP:CE50261	861	2.15741239	72	medium	48	106	231	7	224	79.95586527	69.44378833	41.73257491	0.278588927	poor
T20D4.13	WP:CE42353	30	-2.685566442	145.5	long	106	169.5	220	29	191	133.7666667	120.8100916	50.33135758	0.427927928	moderate
T20D4.12	WP:CE39631	149	-0.373288517	52	short	35	77	203	16	187	61.36912752	52.6598182	36.1733984	0.390625	poor
T20D4.11	WP:CE13800	329	0.769486736	54	short	35	90	231	5	226	66.57446809	56.36830196	40.28947027	0.365079365	poor
T20D4.10	WP:CE39630	269	0.479005325	57	short	39	79	220	9	211	62.36802974	54.18157725	33.57766147	0.434554974	moderate
C24B5.2	spas-1	282	0.547094315	98	long	61	131.5	231	18	213	99.37234043	86.09625122	49.53836196		
T20D4.15	WP:CE48222	11	-4.133025419	118	long	63.5	146	231	24	207	110.1818182	92.79848184	58.52865372	0.443243243	moderate
F57B7.2	WP:CE05990	101	-0.934245555	102	long	64	130	186	16	170	96.51485149	83.47964298	42.19441422	0.302588573	poor
ZK616.9	spp-7	12	-4.007494537	98	long	76.5	125	231	52	179	115.25	104.234412	56.15770205	0.286860489	poor
Y113G7A.3	sec-23	1093	2.501620648	81	medium	58	111	231	9	222	87.05215005	76.93205715	41.37859951	0.433290978	moderate
ZK616.8	WP:CE49366	29	-2.734476042	112	long	68.5	134	231	31	200	106.3793103	94.30367533	49.09133907	0.393548387	poor
T06D10.3	WP:CE45441	24	-3.007494537	105.5	long	78	129	231	48	183	112.3333333	104.563696	45.23795113	0.431372549	moderate
T06D10.1	rsbp-1	323	0.742933317	80	medium	58	115	231	13	218	86.07739938	75.30072863	41.52014935	0.255952381	poor
F42C5.10	ifo-1	1108	2.521285129	75	medium	49	106	231	7	224	80.58754513	69.06678777	42.59761044	0.373427673	poor
F08A10.1	kcnl-2	164	-0.234905033	114.5	long	76.5	148.5	231	9	222	110.8414634	94.95486357	49.84120382	0.346305331	poor
F53B1.2	WP:CE04642	52	-1.892017319	100	long	56.5	138	231	6	225	98.63461538	80.76729128	49.70374883	0.397826087	poor
F53B1.4	WP:CE04644	58	-1.734476042	69	short	49.5	85.5	166	17	149	70.79310345	63.24424337	31.72280732	0.506134969	moderate
F53B1.6	WP:CE31180	161	-0.261540159	87	medium	63	115.5	226	16	210	92.63354037	84.14121932	39.16943438	0.342431762	poor
C56G2.9	WP:CE43719	21	-3.200139614	67	short	54.5	92	208	25	183	76.47619048	66.47934725	42.35633314	0.419161677	moderate
ZK1128.7	WP:CE34516	339	0.812684426	79	medium	54	109.5	231	5	226	83.07079646	73.15651222	38.83534187	0.345	poor
ZK1128.6	ttll-4	190	-0.022601429	75	medium	53.5	108	229	7	222	80.66315789	70.2588291	39.03456243	0.344661628	poor
ZK1128.5	ham-3	1255	2.701014612	87	medium	56	117	231	9	222	90.83027888	78.25407156	45.65422485	0.365740741	poor
ZK1128.4	WP:CE43526	151	-0.354052298	74	medium	44.5	114.5	231	16	215	83.9205298	70.73955482	48.03799864	0.329824561	poor
ZK1128.3	WP:CE01685	52	-1.892017319	76	medium	53	92	231	13	218	77.67307692	68.3282097	38.20879941	0.333333333	poor
ZK1128.2	mett-10	91	-1.084662397	78	medium	40.5	103	180	7	173	76.02197802	64.34779321	39.38566092	0.318064516	poor
ZK1128.1	WP:CE41493	196	0.022252807	61	short	48	87	230	17	213	70.45408163	63.74778455	32.97591783	0.388349515	poor
H06I04.1	WP:CE31021	135	-0.51564144	90	medium	62	115.5	202	8	194	89.19259259	77.70700528	39.70138468	0.330931189	poor
H06I04.3	WP:CE23795	342	0.825395478	82	medium	58	104.5	231	13	218	84.93859649	76.87146693	36.24025219	0.349874002	poor
H06I04.2	sft-1	202	0.065754445	82.5	medium	57	111	231	16	215	86.77227723	78.57944961	37.59591857	0.346856218	poor
H06I04.5	WP:CE39261	11	-4.133025419	106	long	102	132.5	231	17	214	122.3636364	104.7383711	57.23360857	0.364864865	poor
H06I04.4	ubl-1	31968	7.371883831	46	short	35	61	231	5	226	52.0063501	47.25529073	25.15268795		
H06I04.7	fipr-29	14	-3.785102115	89.5	medium	58	104	135	39	96	84.14285714	78.45074633	29.76780894	0.357142857	poor
H06I04.6	WP:CE31023	356	0.883276394	88	medium	52	118	231	15	216	89.11516854	77.45922224	43.53786542	0.433273038	moderate
K01C8.10	cct-4	1015	2.394806975	64	short	45.5	90	231	12	219	70.58423645	62.28956144	34.8452815	0.499036609	moderate
T21C9.9	WP:CE35020	107	-0.850990051	78	medium	58.5	118.5	216	24	192	87.88785047	79.06813966	39.29051325	0.374677003	poor
K09G1.4	dop-2	20	-3.270528942	129.5	long	91	160	231	37	194	130.25	117.7244612	53.62357224	0.316156564	poor
K06A9.3	WP:CE47090	101	-0.934245555	89	medium	67.5	104.5	231	12	219	90.71287129	83.05461776	37.86383542	0.35106383	poor
F57G4.8	fbxa-192	192	-0.007494537	121	long	90.5	161.5	231	14	217	128.8958333	116.6303344	53.34449346	0.375321337	poor
Y53G8AL.2	WP:CE26163	1991	3.366820468	71	medium	49	93	231	7	224	73.68206931	66.79424201	31.82320061	0.413875598	moderate
M117.2	par-5	31600	7.355179901	45	short	32	69	231	5	226	54.26927215	47.61401402	29.69443634	0.727254098	good
M117.1	WP:CE32910	1411	2.870045235	70	short	35	105	231	7	224	73.50744153	58.31426707	44.60368575	0.427668487	moderate
M117.6	WP:CE50153	20	-3.270528942	82.5	medium	64.5	94	158	31	127	83.35	77.67424491	30.19482572	0.317647059	poor
Y69A2AL.2	WP:CE38912	690	1.837995514	65	short	46	89	225	13	212	71.30289855	63.74099094	33.85171616	0.437908497	moderate
Y69A2AL.1	grd-16	18	-3.422532036	91.5	medium	78.5	106.5	135	17	118	88.77777778	81.23887457	30.04358973	0.360902256	poor
K11D12.4	cpt-4	220	0.188902676	89	medium	62	114	231	15	216	90.38181818	81.52984385	39.80942826	0.375876578	poor
K11D12.5	swt-7	2295	3.571821401	68	short	43	93	231	5	226	71.87930283	62.96889851	35.87403262	0.606635071	moderate
K11D12.7	WP:CE28945	418	1.114902095	79	medium	49	110.5	231	14	217	84.11004785	72.06270351	44.56791328	0.516483516	moderate
R11F4.3	WP:CE04830	106	-0.864536583	82	medium	63.5	106	227	17	210	89.82075472	80.46226129	41.71597521	0.421568627	moderate
R11F4.2	WP:CE33433	10	-4.270528942	47.5	short	26	100	220	8	212	72.5	48.02102628	62.7459162	0.392385336	poor
R11F4.1	WP:CE04828	741	1.940872695	77	medium	45.5	112	231	7	224	80.85560054	66.33960589	44.7638812	0.522916667	moderate
K11D12.3	srr-4	660	1.773865177	76	medium	49	103	230	14	216	79.62424242	69.13235561	40.20995678	0.458549223	moderate
F47A4.3	rrc-1	158	-0.288676289	84	medium	60.5	121	221	13	208	93.13291139	80.35743203	47.5068422	0.311234937	poor
T21C9.2	vps-54	238	0.302360726	83	medium	55	113.5	211	11	200	86.82352941	78.10354034	37.96419079	0.312643974	poor
K11D12.8	WP:CE45450	33	-2.548062918	89	medium	62	121.5	216	22	194	92.90909091	81.69277015	44.90418327	0.369127517	poor
K11D12.9	WP:CE29517	37	-2.383003672	52	short	28.5	76.5	119	14	105	53.18918919	47.04803615	25.36846077	0.365979381	poor
F39E9.11	btb-17	195	0.014873276	79	medium	50.5	108	222	12	210	81.03076923	71.25184973	38.95913805	0.372093023	poor
T02G5.13	mmaa-1	538	1.479005325	79	medium	51.5	115	231	10	221	85.7063197	73.08690456	44.69574131	0.314445157	poor
F39E9.12	btb-18	10	-4.270528942	70	short	50	82	106	17	89	64.4	57.45549799	25.91987654	0.355086372	poor
T26H5.14	WP:CE48347	76	-1.344529524	53.5	short	38.5	86.5	164	22	142	65	57.38852998	32.41750664	0.279411765	poor
T02G5.12	mct-5	394	1.029594782	74	medium	54.5	97	231	9	222	76.99238579	70.70372886	30.2233218	0.429071804	moderate
R06C1.1	hda-3	658	1.769486736	78	medium	49	108	231	12	219	82.81762918	70.33398831	44.13777331	0.357142857	poor
F25H5.10	WP:CE42811	45	-2.100603941	80	medium	52.5	121	231	15	216	95.2	75.97237008	62.12052801	0.440677966	moderate
R06C1.3	wve-1	214	0.149009949	64.5	short	37	103	227	5	222	73.51869159	60.15085238	42.58819465	0.345851375	poor
R06C1.2	fdps-1	366	0.923242801	69	short	47	95	231	5	226	73.56830601	64.67725734	36.32517802	0.341176471	poor
F37A8.2	WP:CE20754	20	-3.270528942	103	long	83.5	129	178	60	118	106.35	102.0997583	30.62560203	0.420634921	moderate
R06C1.4	WP:CE18119	13817	6.161699749	52	short	33	77	231	5	226	58.97010929	51.00404319	33.39568123	0.759036145	good
R06C1.6	WP:CE37541	266	0.462825398	83.5	medium	51.5	111	231	12	219	85.08270677	72.97431469	43.46436534	0.484337349	moderate
F43D9.1	WP:CE32661	297	0.621862084	98	long	63	129	231	8	223	97.89225589	84.03191241	47.97216337	0.402035623	moderate
F53C3.13	WP:CE31953	1671	3.114038981	71	medium	50	103	231	5	226	77.85218432	68.47457077	38.18701414	0.507140862	moderate
F53C3.12	bcmo-2	114	-0.759567023	78	medium	49.5	103	231	13	218	81.73684211	69.06701552	45.14111454	0.408284024	moderate
F43D9.5	taf-11.3	93	-1.053298226	98	long	70.5	121	231	5	226	94.33333333	81.30728804	41.77315425	0.36036036	poor
F43D9.4	sip-1	2165	3.487694272	46	short	37	66	231	7	224	54.20785219	48.67627421	26.7234098	0.830065359	good
F43D9.6	urm-1	248	0.361739273	79	medium	50	102	201	16	185	79.32258065	70.17162273	36.66831461	0.387755102	poor
R74.4	dnj-16	573	1.569934291	78	medium	52	113	231	5	226	85.21989529	74.38392901	42.8631145	0.35833834	poor
R74.5	asd-1	485	1.3293839	89	medium	61.5	124.5	231	5	226	93.19793814	81.36083018	43.65136003	0.43458215	moderate
R74.6	WP:CE01059	719	1.897390923	109	long	85	138.5	231	19	212	113.1738526	104.1858946	43.72478838	0.303278689	poor
R74.7	WP:CE23932	534	1.468238894	75	medium	48	98	231	6	225	76.33520599	68.23004723	34.79466246	0.394495413	poor
R74.1	lars-1	619	1.681338562	69	short	48	89.5	180	6	174	70.6720517	63.94088925	29.88514434	0.430592396	moderate
R74.2	WP:CE46903	118	-0.709813988	65.5	short	49	90.5	189	14	175	69.31355932	61.01359693	31.88956026	0.422939068	moderate
R74.3	xbp-1	8228	5.413869041	92	medium	64	120	231	5	226	93.23079728	83.0151934	40.30330245	0.478848932	moderate
R74.8	WP:CE35361	287	0.572449889	105	long	73	131	230	10	220	102.4773519	91.12263156	42.71245739	0.402247317	moderate
H40L08.3	WP:CE37841	14	-3.785102115	132.5	long	91	178	227	16	211	131.2857143	110.8394675	59.30602062	0.316733068	poor
K07E3.4	WP:CE18020	722	1.90339799	73.5	medium	42	109	231	7	224	81.15927978	67.86677375	46.54555275	0.499197432	moderate
C37C3.8	memo-1	425	1.138861994	127	long	82	165	231	16	215	126.5694118	109.7622213	58.14210183	0.414604301	moderate
C01H6.1	col-61	24	-3.007494537	76.5	medium	39.5	113	165	23	142	83.20833333	71.29215335	43.25214751	0.397306397	poor
C01H6.3	WP:CE05186	47	-2.037868186	108	long	62	136	210	17	193	101.9574468	89.83373894	45.17387564	0.281767956	poor
C01H6.2	WP:CE36466	144	-0.422532036	105.5	long	64	139.5	231	6	225	104.6319444	86.55849888	54.08285138	0.27820711	poor
C01H6.5	nhr-23	566	1.552201206	99	long	73	127	231	5	226	100.0795053	90.11025909	40.35429276	0.360405221	poor
C01H6.4	WP:CE42054	168	-0.200139614	84.5	medium	64	111.5	231	11	220	86.80952381	78.28927311	36.1280712	0.292307692	poor
C01H6.7	swsn-9	534	1.468238894	91	medium	59	129.5	231	8	223	98.60674157	84.16721276	52.14635511	0.332761958	poor
C01H6.9	hasp-1	108	-0.837569535	71	medium	45.5	92	171	11	160	72.77777778	62.64399963	36.61064744	0.323110624	poor
C01H6.8	WP:CE40892	830	2.104510489	75	medium	50.5	103.5	231	11	220	80.07590361	70.83843133	38.15229814	0.332791435	poor
ZK686.4	snu-23	734	1.927179216	79	medium	52.5	103	231	6	225	81.21525886	71.77922283	37.71664015	0.355769231	poor
ZK686.5	WP:CE50316	137	-0.494424954	98	long	75.5	122	231	7	224	101.5109489	91.75682509	42.4544611	0.318897638	poor
ZK686.2	WP:CE34464	696	1.850486459	83	medium	57	107	231	12	219	83.43247126	76.10976678	33.4114636	0.335652174	poor
ZK686.3	WP:CE00457	1581	3.034164615	88	medium	57.5	123	231	11	220	92.42757748	80.76028924	44.28767837	0.584126984	moderate
C08F11.11	WP:CE17388	20	-3.270528942	75.5	medium	50	113	179	19	160	80.15	68.85674743	41.10507876	0.376146789	poor
ZK686.1	WP:CE34463	796	2.044167583	84	medium	52.5	111.5	231	10	221	85.25879397	74.52716261	41.99818566	0.56097561	moderate
Y65B4BR.6	grl-16	2382	3.625500661	69	short	48	89	230	5	225	71.84172964	64.48508267	32.22634145	0.710274503	good
Y65B4BR.5	icd-2	19266	6.641312413	39	short	32	57	231	5	226	47.00295858	42.63860916	22.5758222		
Y65B4BR.4	wwp-1	841	2.123504953	91	medium	63	120	231	11	220	95.12009512	83.35708062	46.19138791	0.456016243	moderate
Y65B4BR.3	ptr-21	486	1.332355466	104	long	82	121	231	11	220	101.0349794	95.04283412	31.32756728	0.487268519	moderate
Y65B4BR.2	lpr-1	143	-0.4325857	112	long	75.5	146	231	15	216	112.5174825	98.92797046	49.62176563	0.367762559	poor
Y65B4BR.1	WP:CE25539	59	-1.709813988	52	short	35	69	129	22	107	55.62711864	50.49425419	25.27201058	0.569060773	moderate
C10A4.8	mnm-2	40	-2.270528942	88.5	medium	62.5	129.5	209	33	176	96.6	87.16477627	42.711708	0.349794239	poor
K07E3.2	WP:CE41826	80	-1.270528942	78	medium	50	118	210	13	197	84.225	71.66273371	43.88421556	0.335219236	poor
F22B7.10	dpy-19	476	1.302360726	91	medium	66	119	231	14	217	93.88445378	84.39826625	40.04510705	0.329770992	poor
Y65B4BR.8	psf-3	225	0.221324154	84	medium	61.5	107	231	16	215	86.57333333	78.84530967	35.47500153	0.413978495	moderate
W06H8.1	rme-1	679	1.814810727	88	medium	59	112	231	6	225	87.67010309	78.06254336	38.02925204	0.504356457	moderate
W06H8.2	WP:CE21267	23	-3.068895081	102	long	79	114	231	32	199	101.9130435	92.62356799	44.44333279	0.343820225	poor
Y64H9A.2	WP:CE29132	206	0.09404349	95	long	65.5	127	231	13	218	100.6213592	88.55834093	48.10791197	0.333333333	poor
W06H8.4	WP:CE21265	15	-3.685566442	86	medium	73.5	104.5	150	19	131	87.33333333	80.84967615	28.42924941	0.311764706	poor
W06H8.8	ttn-1	809	2.067538855	91	medium	60	137.5	231	8	223	101.6810878	85.84637615	54.06835074	0.371683352	poor
H40L08.1	WP:CE16188	373	0.950574783	82	medium	57.5	107	229	11	218	84.70509383	75.48732093	38.37578969	0.483796296	moderate
T21E8.3	pgp-8	20	-3.270528942	89.5	medium	68	110	158	14	144	87.15	78.26664687	32.84246489	0.307883817	poor
F53A9.6	WP:CE02766	1069	2.4695891	76	medium	45	101	231	10	221	76.21702526	66.41324729	38.17746521	0.674698795	moderate
C34H3.1	tag-275	23	-3.068895081	75	medium	41.5	103.5	169	16	153	76.82608696	64.20727886	41.63678576	0.356521739	poor
F53A9.1	WP:CE02760	1300	2.751838871	56.5	short	35	88	205	5	200	64.29923077	55.95766873	33.57043799	0.486486486	moderate
F48A11.1	chs-2	72	-1.422532036	107	long	68.5	158.5	231	8	223	110.2361111	91.72756768	55.32442023	0.371518987	poor
ZK418.13	WP:CE47932	30	-2.685566442	74.5	medium	50.5	97.5	231	19	212	78.43333333	67.17592489	44.14195535	0.444444444	moderate
F48A11.4	WP:CE44892	171	-0.174604522	104	long	81.5	138.5	231	9	222	110.3684211	98.77001876	46.31192169	0.348387097	poor
F13C5.6	unc-96	582	1.592418306	68	short	43	99.5	231	6	225	75.4604811	63.93941988	42.15330781	0.417311655	moderate
F13C5.5	WP:CE19387	610	1.660208395	71	medium	52	92	213	10	203	74.34262295	68.18288455	29.87491386	0.556074766	moderate
F53A9.2	WP:CE02762	53	-1.864536583	61	short	39.5	103	231	13	218	77.62264151	63.17016027	49.08261284	0.414634146	moderate
F13C5.2	WP:CE19384	436	1.175727288	82	medium	49	131.5	231	11	220	99.21559633	80.10669936	63.24293727	0.502717391	moderate
F13C5.1	WP:CE46510	23	-3.068895081	107	long	80.5	129.5	227	31	196	109.826087	98.08997804	49.62086883	0.333333333	poor
T07D1.3	WP:CE04909	35	-2.46317402	88	medium	68.5	114	158	24	134	90.11428571	83.38185392	31.91754683	0.424460432	moderate
F15C11.2	ubql-1	1596	3.047787899	75	medium	49	105	231	5	226	79.53070175	69.22267013	39.6682475	0.424359647	moderate
F15C11.1	sem-4	224	0.214897885	99.5	long	55	140	231	10	221	98.6875	81.82837981	50.8715173	0.336146273	poor
T07D1.4	fox-1	64	-1.592457037	96	long	63.5	116.5	178	17	161	92.421875	82.83071745	37.79872877	0.416458853	moderate
F56G4.7	WP:CE38373	36	-2.422532036	113	long	86	128.5	182	26	156	107.2222222	98.48961595	38.15910486	0.455621302	moderate
F13H6.3	WP:CE09375	721	1.901398412	95	long	62.5	140	231	12	219	109.3522885	91.89104918	62.09545378	0.396261682	poor
K10C8.2	frpr-15	12	-4.007494537	120.5	long	77.5	135.5	151	15	136	105.4166667	93.11266505	37.88460183	0.324582339	poor
K10C8.3	istr-1	932	2.271729107	105.5	long	73	140	231	8	223	108.6062232	96.32677496	48.77136908	0.440036292	moderate
Y69A2AR.1	WP:CE36365	937	2.2794482	71	medium	40	114	231	9	222	81.50266809	66.6904147	49.36956061	0.418746252	moderate
Y69A2AR.3	WP:CE27518	2695	3.80361252	56	short	39	80	195	7	188	61.70575139	55.77646408	27.80843334	0.564102564	moderate
Y69A2AR.2	ric-8	354	0.875148513	84	medium	61	116	231	15	216	90.73446328	80.75531054	41.89221573	0.380177269	poor
Y69A2AR.5	daao-1	66	-1.548062918	94.5	long	67	141	231	26	205	108	94.06925712	54.91950032	0.367741935	poor
Y69A2AR.4	smf-3	169	-0.191577601	71	medium	47	101	231	18	213	84.5443787	69.72933208	56.35863171	0.409090909	moderate
Y69A2AR.7	epg-9	640	1.729471058	99	long	73	124	231	12	219	99.5734375	91.29389306	37.66875671	0.443286675	moderate
Y69A2AR.6	vamp-7	400	1.051399153	100	long	76	118.5	229	17	212	98.1125	91.64198787	32.33967909	0.379032258	poor
Y105C5A.15	WP:CE49994	250	0.373327247	116	long	90	142.5	231	9	222	115.584	104.9677644	43.08710879	0.381547566	poor
Y105C5A.13	WP:CE36217	14	-3.785102115	58	short	47.5	81.5	231	26	205	77.21428571	65.11315636	52.78146126	0.452399583	moderate
Y105C5A.12	WP:CE23193	158	-0.288676289	49.5	short	30	77.5	231	13	218	64.57594937	51.79959656	47.0155232	0.478873239	moderate
T10H10.3	sav-1	96	-1.007494537	133.5	long	98	159	231	12	219	130.90625	117.6980806	52.21910532	0.316489362	poor
F55C5.8	srpa-68	437	1.179032432	84	medium	58.5	112	231	11	220	86.48970252	77.03609698	37.82935319	0.430252101	moderate
F55C5.1	ssp-35	371	0.942818339	51	short	41	67	231	11	220	58.01617251	53.00544463	27.01272052	0.547169811	moderate
F55C5.3	twk-24	151	-0.354052298	87	medium	56	118.5	206	8	198	86.70860927	74.74878302	39.66208081	0.254121929	poor
F55C5.5	tsfm-1	1398	2.856691608	71.5	medium	47.5	100	231	14	217	78.11587983	68.52703953	39.85082365	0.39869281	poor
F55C5.4	capg-2	556	1.526484035	73	medium	48	99.5	213	8	205	76.01438849	67.19864986	35.58882607	0.331967213	poor
F55C5.7	rskd-1	417	1.111446536	85	medium	52	124.5	231	9	222	90.18705036	76.27722607	47.71984113	0.344525852	poor
F42D1.3	sprr-2	40	-2.270528942	119.5	long	84	133	197	48	149	108.95	103.1221383	34.32997961	0.31381733	poor
C17H11.5	WP:CE45887	41	-2.234905033	79	medium	51.5	151	231	21	210	103.804878	84.32547301	63.4504683	0.394736842	poor
Y66D12A.5	ceh-92	55	-1.811097324	78	medium	45	116	200	5	195	83.12727273	70.10269971	41.9917977	0.372881356	poor
Y66D12A.6	WP:CE26458	62	-1.638260727	62.5	short	38	97.5	159	10	149	70.64516129	59.96234156	37.91037681	0.431818182	moderate
Y66D12A.7	WP:CE26457	52	-1.892017319	62	short	37.5	115	215	17	198	78.59615385	62.26227868	51.62224461	0.384615385	poor
C17H11.1	WP:CE29584	16	-3.592457037	84	medium	50	150	219	16	203	97.8125	78.37967364	57.80378313	0.32079646	poor
W02F12.8	WP:CE43381	203	0.07287888	66	short	49	87.5	229	14	215	71.67980296	64.12145067	34.28338775	0.488372093	moderate
Y66D12A.3	WP:CE28803	72	-1.422532036	109.5	long	83.5	129	231	20	211	112.6111111	101.0117545	48.49042161	0.410596026	moderate
ZK899.4	tba-8	17	-3.504994196	64	short	46.5	89	119	33	86	67.35294118	63.00490041	24.16838279	0.437070938	moderate
C54D2.2	WP:CE02559	240	0.314433558	37.5	short	32	66	209	5	204	51.975	45.16480651	30.96488939	0.579710145	moderate
C54D2.1	WP:CE41782	128	-0.592457037	95	long	64	124.5	231	14	217	99.7109375	87.48143413	47.4346841	0.4296875	moderate
ZK899.7	WP:CE15469	17	-3.504994196	70	short	60	82	122	31	91	71.58823529	68.51194819	20.87796143	0.348314607	poor
Y66D12A.8	WP:CE47899	1644	3.090537546	60	short	38	100	231	10	221	72.96107056	60.56608856	45.23625135	0.435663265	moderate
Y66D12A.9	WP:CE28807	990	2.358827678	80	medium	61	97	192	6	186	79.92020202	75.01970352	26.31546567	0.529411765	moderate
C54D2.5	cca-1	155	-0.316332632	109	long	75	134.5	231	8	223	107.7419355	95.11964846	47.13396676	0.344791137	poor
C54D2.4	sul-3	77	-1.325670497	109	long	73	143.5	231	18	213	113.038961	95.72422044	59.38044664	0.301911233	poor
W03D8.11	WP:CE40141	17	-3.504994196	94	medium	62	132	190	23	167	101.5882353	88.22266152	49.0066728	0.366812227	poor
Y48B6A.1	WP:CE22116	538	1.479005325	63.5	short	48	90	197	10	187	69.91263941	62.5594433	32.29927704	0.518691589	moderate
Y48B6A.2	rpl-43	136727	9.468481603	41	short	33	58	231	5	226	48.74351811	44.73907794	22.43705482	0.816091954	good
Y48B6A.3	xrn-2	1070	2.470938044	92	medium	69.5	111	231	11	220	91.48504673	84.87006236	32.95552456	0.438297872	moderate
Y48B6A.4	eat-2	48	-2.007494537	62	short	39	95	193	8	185	70.16666667	59.24717425	39.16595744	0.407572383	moderate
Y48B6A.6	efhd-1	375	0.958289748	70	short	42	109	231	9	222	78.14666667	65.1471826	44.51639199	0.409445862	moderate
